epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,4164.28,0.25852,0.41156,0.82984,0.85612,0.98976,0.94112,0.93177,0.19386,0.33077,0.75546,7.9807e-05,7.9807e-05,7.9807e-05
41,4280.44,0.2538,0.40488,0.82571,0.87301,0.9588,0.94154,0.92902,0.20015,0.33711,0.75804,7.852e-05,7.852e-05,7.852e-05
42,4390.11,0.26265,0.4143,0.83217,0.85828,0.98376,0.9418,0.9353,0.1885,0.3261,0.7555,7.7233e-05,7.7233e-05,7.7233e-05
43,4509.88,0.25581,0.40186,0.82974,0.87666,0.96524,0.94655,0.93707,0.1974,0.33308,0.75554,7.5946e-05,7.5946e-05,7.5946e-05
44,4614.95,0.26061,0.40274,0.83024,0.87061,0.97549,0.94211,0.93234,0.20462,0.33838,0.75691,7.4659e-05,7.4659e-05,7.4659e-05
45,4720.22,0.25054,0.40187,0.82781,0.84979,0.97911,0.9366,0.92884,0.19568,0.3401,0.75598,7.3372e-05,7.3372e-05,7.3372e-05
46,4827.97,0.25067,0.38943,0.83028,0.86936,0.97704,0.94508,0.93809,0.18875,0.32487,0.7539,7.2085e-05,7.2085e-05,7.2085e-05
47,4952.11,0.24788,0.39199,0.82783,0.87833,0.97081,0.94535,0.93715,0.18787,0.32451,0.75376,7.0798e-05,7.0798e-05,7.0798e-05
48,5067.25,0.25029,0.40754,0.8313,0.84218,0.98604,0.93981,0.92875,0.19064,0.31701,0.75494,6.9511e-05,6.9511e-05,6.9511e-05
49,5186.37,0.24003,0.38787,0.82566,0.87683,0.97406,0.94274,0.93464,0.18544,0.31918,0.75327,6.8224e-05,6.8224e-05,6.8224e-05
50,5307.97,0.25103,0.39618,0.83167,0.87668,0.97074,0.93972,0.93248,0.18614,0.31756,0.75427,6.6937e-05,6.6937e-05,6.6937e-05
51,5447.19,0.24388,0.38286,0.83278,0.87236,0.96709,0.93885,0.93298,0.18447,0.33063,0.75399,6.565e-05,6.565e-05,6.565e-05
52,5550.74,0.24663,0.37767,0.8289,0.87297,0.9673,0.93996,0.93257,0.19017,0.32632,0.75396,6.4363e-05,6.4363e-05,6.4363e-05
53,5687.73,0.24495,0.38246,0.83118,0.88308,0.96419,0.94203,0.93507,0.18417,0.32623,0.75327,6.3076e-05,6.3076e-05,6.3076e-05
54,5786.03,0.2346,0.37585,0.82772,0.87434,0.97005,0.93916,0.93114,0.18248,0.3299,0.75334,6.1789e-05,6.1789e-05,6.1789e-05
55,5892.78,0.23773,0.37568,0.82605,0.8784,0.95242,0.94,0.9314,0.184,0.31427,0.75381,6.0502e-05,6.0502e-05,6.0502e-05
56,6016.62,0.23815,0.36767,0.82656,0.87437,0.96769,0.94505,0.93787,0.18133,0.32035,0.75289,5.9215e-05,5.9215e-05,5.9215e-05
57,6132.02,0.24005,0.36977,0.82497,0.8776,0.96715,0.94022,0.93122,0.18693,0.32188,0.75345,5.7928e-05,5.7928e-05,5.7928e-05
58,6277.61,0.2403,0.36686,0.82525,0.88046,0.95297,0.9403,0.93357,0.1852,0.31448,0.75369,5.6641e-05,5.6641e-05,5.6641e-05
59,6420.29,0.23636,0.36595,0.82644,0.869,0.96518,0.9449,0.93803,0.18075,0.31623,0.75261,5.5354e-05,5.5354e-05,5.5354e-05
