epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,9276.57,0.23601,0.4861,0.8259,0.73703,0.96574,0.83912,0.83348,0.19614,0.51364,0.77057,2.9614e-05,2.9614e-05,2.9614e-05
41,9624,0.19497,0.42791,0.79216,0.73386,0.97013,0.83614,0.83009,0.19945,0.51472,0.7703,2.704e-05,2.704e-05,2.704e-05
42,9828.84,0.18931,0.42033,0.78547,0.73533,0.97544,0.84205,0.83492,0.19054,0.50685,0.76924,2.4466e-05,2.4466e-05,2.4466e-05
43,10049.7,0.1867,0.41715,0.79068,0.74289,0.96346,0.84842,0.84197,0.19585,0.51233,0.76919,2.1892e-05,2.1892e-05,2.1892e-05
44,10206,0.1824,0.4051,0.79121,0.74269,0.9588,0.84987,0.84338,0.1911,0.51147,0.76882,1.9318e-05,1.9318e-05,1.9318e-05
45,10487.3,0.18144,0.41088,0.78782,0.73705,0.96029,0.83978,0.83453,0.1885,0.51046,0.76788,1.6744e-05,1.6744e-05,1.6744e-05
46,10795.2,0.18131,0.40365,0.78263,0.74312,0.9539,0.84422,0.83833,0.19394,0.5186,0.76915,1.417e-05,1.417e-05,1.417e-05
47,11109,0.18017,0.39991,0.78999,0.73533,0.96026,0.84951,0.84333,0.18453,0.51735,0.76735,1.1596e-05,1.1596e-05,1.1596e-05
48,11400.3,0.17681,0.39871,0.78796,0.73566,0.96116,0.84556,0.84033,0.18444,0.5131,0.76753,9.022e-06,9.022e-06,9.022e-06
49,11683.3,0.17555,0.39287,0.78688,0.73581,0.96499,0.84634,0.84105,0.18388,0.51415,0.76725,6.448e-06,6.448e-06,6.448e-06
50,11873.9,0.17404,0.38831,0.79284,0.73412,0.96631,0.84572,0.84099,0.18167,0.5164,0.76707,3.874e-06,3.874e-06,3.874e-06
